"01.01 Enlace ID","ID","Workplan Name","UF Ponta A Extenso","UF Ponta A Sigla","01.00 Regional","01.01 Enlace ID","01.02 Complemento do Registro ID","01.03 Projeto","01.04 Tecnologia","01.05 Categoria","01.06 Prolog","01.07 Meta","01.08 Descrição Projeto","01.09 Obra A","01.10 Obra B","01.11 Validação de Registro","01.12 CPM","01.13 Planners","01.15 Sigla A","01.16 Sigla B","01.17 Enlace A-B","01.18 ID VIVO","01.19 ID Acesso","01.20 Site Nominal A","01.21 Site Nominal B","01.22 Enlace PE","01.23 Rota/Projeto-Filter","01.24 Prolog Ponta B","02.01 Los Enviado Planejado","02.02 Los Enviado Real","02.03 Calculo Enviado Planejado","02.04 Calculo Enviado Real","02.05 Calculo Aprovado Planejado","02.06 Calculo Aprovado Real","03.01 Site A Survey Visit Plan","03.02 Site A Survey Visit Real","03.03 Site B Survey Visit Plan","03.04 Site B Survey Visit Real","03.05 PPI Enviado Planejado - Enlace","03.06 PPI Enviado Real - Enlace","03.07 PPI Aprovado Planejado - Enlace","03.08 PPI Aprovado Real - Enlace","03.09 PDI Enviado Planejado - Enlace","03.10 PDI Enviado Real - Enlace","03.11 Ofensor Engenharia","03.12 BOQ2 HW Real","03.13 BOQ3 HW Plan - Enlace","03.14 BOQ3 HW Real - Enlace","03.16 BOQ3 Preliminar","04.01 T2 Real - Enlace","04.02 T4 Real - Enlace","04.03 PO HW Plan - Site A","04.04 PO HW Real - Site A","04.05 PO HW Validação - Site A","04.06 PO HW Número - Site A","04.07 PO HW Status - Site A","04.08 PO SW Plan - Site A","04.09 PO SW Real - Site A","04.10 PO SW Validação - Site A","04.11 PO SW Número - Site A","04.12 PO SW Status - Site A","04.13 PO CS EDB Plan - Site A","04.14 PO CS EDB Real - Site A","04.15 PO CS EDB Validação - Site A","04.16 PO CS EDB Número - Site A","04.17 PO CS EDB Status - Site A","04.18 PO Serviço EGS Plan - Site A","04.19 PO Serviço EGS Real - Site A","04.20 PO Serviço EGS Validação - Site A","04.21 PO Serviço EGS Número - Site A","04.22 PO Serviço EGS Status - Site A","04.23 PO HW Plan - Site B","04.24 PO HW Real - Site B","04.25 PO HW Validação - Site B","04.26 PO HW Número - Site B","04.27 PO HW Status - Site B","04.28 PO SW Plan - Site B","04.29 PO SW Real - Site B","04.30 PO SW Validação - Site B","04.31 PO SW Número - Site B","04.32 PO SW Status - Site B","04.33 PO CS EDB Plan - Site B","04.34 PO CS EDB Real - Site B","04.35 PO CS EDB Validação - Site B","04.36 PO CS EDB Número - Site B","04.37 PO CS EDB Status - Site B","04.38 PO Serviço EGS Plan - Site B","04.39 PO Serviço EGS Real - Site B","04.40 PO Serviço EGS Validação - Site B","04.41 PO Serviço EGS Número - Site B","04.42 PO Serviço EGS Status - Site B","04.43 PEP HW - Site A","04.44 PEP HW - Site B","04.45 PEP SW - Site A","04.46 PEP SW - Site B","04.47 PEP Serviço EDB - Site A","04.48 PEP Serviço EDB - Site B","04.49 PEP Serviço EGS - Site A","04.50 PEP Serviço EGS - Site B","04.51 UF do PO - Site A","04.52 UF do PO - Site B","04.53 Sigla do PO - Site A","04.54 Sigla do PO - Site B","04.55 PV HW Real - Site B","04.56 PV SW Real - Site A","04.57 PV SW Real - Site B","04.58 PV Serviço Real - Site A","04.59 PV Serviço Real - Site B","04.60 PO-ADD ON SALES","05.01 OV Preliminar HW + MI Número - Site A","05.02 OV Preliminar HW + MI Número - Site B","05.03 OV Definitiva HW + MI Número - Site A","05.04 OV Definitiva HW + MI Número - Site B","05.05 OV HW + MI Plan - Site A","05.06 OV HW + MI Real - Site A","05.07 OV HW + MI Plan - Site B","05.08 OV HW + MI Real - Site B","05.09 OV Cancelada Site A","05.10 OV Cancelada Site B","06.01 Request Plan - Site A","06.02 Request Plan - Site B","06.03 DOCA Request Plan - Site A","06.04 DOCA Request Plan - Site B","06.05 ACK Real - Site A","06.06 ACK Real - Site B","06.07 Liberação para Faturamento Planner Real  - Site A","06.08 Liberação para Faturamento Planner Real - Site B","06.09 Faturamento Real - Site A","06.10 Faturamento Real - Site B","06.11 DOCA Plan - Site A","06.12 DOCA Plan - Site B","06.13 DOCA Real - Site A","06.14 DOCA Real - Site B","06.15 Data de Call Off","06.16 Liberação para Faturamento Data (SOD) - Site A","06.17 Liberação para Faturamento Data (SOD) - Site B","07.01 RFI Plan - Site A","07.02 RFI Real - Site A","07.03 RFI Plan - Site B","07.04 RFI Real - Site B","08.01 Entrega de Equipamento Plan - Site A","08.02 Entrega de Equipamento Real - Site A","08.03 Entrega de Equipamento Plan - Site B","08.04 Entrega de Equipamento Real - Site B","08.05 Installation Start Plan","08.06 Installation Start Real","08.07 Installation End Plan","08.08 Installation End Real","08.09 Ofensores","08.10 Status Detalhado","08.11 EAP VIVO","09.01 Teste Plan","09.02 Teste Real","09.03 Inclusão da Gerência Plan","09.04 Inclusão da Gerência Real","11.01 Input PDI Enviado (RSU) Real","11.02 PDI Aprovado Plan - Enlace","11.03 PDI Aprovado Real - Enlace","11.04 Envio Carta de Aceitação Plan","11.05 Envio Carta de Aceitação Real","11.08 Número Carta de Aceitação","11.09 Termo de Aceitação Inicial Plan - Enlace","11.10 Termo de Aceitação Inicial Real - Enlace","11.11 Termo de Aceitação Final Plan - Enlace","11.12 Termo de Aceitação Final Real - Enlace","11.13 CS Faturado","11.14 SW Faturado","11.15 NF CS Internalizada","11.16 NF HW Internalizada","11.17 NS SW Internalizada","11.18 CS Receita Reconhecida","11.19 SW Receita Reconhecida","ID","Cidade Ponta A","Cidade Ponta B","CEP Ponta A","CEP Ponta B","Latitude Ponta A","Latitude Ponta B","Longitude Ponta A","Longitude Ponta B","Endereço Ponta A","Endereço Ponta B"
"FT20000318","6361776","VIVO-PAALT-PABLT-FT20000318","Pará","","NO","FT20000318","","2020","01 - RÁDIO IP SH","01 - NOVO","F2016","PRIO_DEZEMBRO20_PDH","POs regularizados 19/02/21","5003","5004","PRINCIPAL","","","PAALT","PABLT","ALT-BLT","RD000043","","PAALT","PABLT",""," -","F2016","","","23/04/2020","23/04/2020","23/04/2020","23/04/2020","23/04/2020","09/06/2020","17/06/2020","17/06/2020","26/06/2020","26/06/2020","29/08/2020","29/08/2020","17/12/2020","17/12/2020","CONCLUÍDO","27/04/2020","09/09/2020","09/09/2020","FALSE","28/04/2020","22/05/2020","03/06/2020","03/06/2020","03/06/2020","5701256351","ATIVO","28/05/2020","28/05/2020","28/05/2020","5701250480","ATIVO","28/05/2020","28/05/2020","28/05/2020","5701250655","ATIVO","28/05/2020","28/05/2020","01/06/2020","5701250479","ATIVO","19/02/2021","19/02/2021","22/02/2021","5701256352","ATIVO","19/02/2021","19/02/2021","22/02/2021","5701348171","ATIVO","19/02/2021","19/02/2021","22/02/2021","5701348170","ATIVO","28/05/2020","28/05/2020","28/05/2020","5701250487","ATIVO","VPA-TTX014-20-ETALT01-TR","VPA-TTX014-20-ETBLT02-TR","VPA-TTX014-20-ETALT01-TW","VPA-TTX027-21-ETBLT01-TW","VPA-TTX014-20-ETALT02-TS","VPA-TTX027-21-ETBLT01-TS","VPA-TTX014-20-ETALT01-TS","VPA-TTX014-20-ETBLT02-TS","PA","PA","ALT","BLT","09/08/2021","22/05/2020","19/02/2021","22/05/2020","19/02/2021","","","","570426504","570436185","05/06/2020","05/06/2020","05/06/2020","05/06/2020","","","30/11/2020","30/11/2020","25/11/2020","25/11/2020","13/12/2020","13/12/2020","20/11/2020","20/11/2020","26/11/2020","26/11/2020","30/11/2020","30/11/2020","09/12/2020","09/12/2020","20/11/2020","11/12/2020","11/12/2020","06/11/2020","06/11/2020","06/11/2020","06/11/2020","08/12/2020","08/12/2020","08/12/2020","08/12/2020","08/12/2020","08/12/2020","11/12/2020","11/12/2020","CONCLUÍDO"," -","36 - (TLF ENG) (PO CANCELADA)","14/12/2020","14/12/2020","14/12/2020","14/12/2020","","17/12/2020","17/12/2020","",""," -","16/12/2020","16/12/2020","16/12/2020","16/12/2020","","","","","","","","6361776","Santarem","","68109-000",""," -2'-30'-38'",""," -54'-57'-12'","","RUA EUZÉBIO SARDINHA, S/N",""
"FT20000467","6362603","VIVO-MTCPP-MTCC1-FT20000467","Mato Grosso","","CO","FT20000467","","2020","01 - RÁDIO IP SH","02 - AMPLIAÇÃO","F2016","PRIO_DEZEMBRO20_PDH"," -","5027","5028","PRINCIPAL","","","MTCPP1","MTCC1","CPP-CC1","RD000061","","MTCPP1","MTCC1",""," -","F2016","","","01/07/2020","01/07/2020","02/07/2020","02/07/2020","01/07/2020","13/09/2020","14/09/2020","14/09/2020","22/09/2020","22/09/2020","30/09/2020","30/09/2020","18/11/2020","18/11/2020","CONCLUÍDO","01/07/2020","05/10/2020","05/10/2020","FALSE","02/07/2020","10/08/2020","11/08/2020","11/08/2020","11/08/2020","5701282700","ATIVO","11/08/2020","11/08/2020","11/08/2020","5701282701","ATIVO","11/08/2020","11/08/2020","11/08/2020","5701282702","ATIVO","11/08/2020","11/08/2020","11/08/2020","5701282703","ATIVO","11/08/2020","11/08/2020","11/08/2020","5701282704","ATIVO","11/08/2020","11/08/2020","11/08/2020","5701282705","ATIVO","11/08/2020","11/08/2020","11/08/2020","5701282706","ATIVO","11/08/2020","11/08/2020","11/08/2020","5701282707","ATIVO","VMT-TTX028-20-ECPP1-TR","VMT-TTX028-20-ECC13-TR","VMT-TTX028-20-ECPP1-TW","VMT-TTX028-20-ECC13-TW","VMT-TTX028-20-ECPP1-TS","VMT-TTX028-20-ECC13-TS","VMT-TTX028-20-ECPP2-TS","VMT-TTX028-20-ECC14-TS","MT","MT","CPP","CC1","10/08/2020","10/08/2020","10/08/2020","10/08/2020","10/08/2020","","","","571191861","571191072","19/08/2020","19/08/2020","19/08/2020","19/08/2020","","","14/10/2020","14/10/2020","08/10/2020","08/10/2020","20/10/2020","20/10/2020","07/10/2020","07/10/2020","14/10/2020","14/10/2020","16/10/2020","16/10/2020","18/10/2020","18/10/2020","07/10/2020","20/08/2020","20/08/2020","30/09/2020","30/09/2020","30/09/2020","30/09/2020","21/10/2020","21/10/2020","21/10/2020","21/10/2020","21/10/2020","21/10/2020","30/10/2020","30/10/2020","CONCLUÍDO"," -","31 - CONCLUÍDO","31/10/2020","31/10/2020","31/10/2020","31/10/2020","","18/11/2020","18/11/2020","",""," -","27/11/2020","27/11/2020","27/11/2020","27/11/2020","","","","","","","","6362603","Caceres","","78200-000",""," -16'-3'0'",""," -57'-39'-28'","","AVENIDA TANCREDO NEVES, 776 LOTE 19 C QUADRA 1",""
"FT9000030","6370694","VIVO-MTCXO-MTCPN-FT9000030","Mato Grosso","","CO","FT9000030","","2020","01 - RÁDIO IP SH","01 - NOVO","F6048","PRIO_MARÇO20_PDH"," -","5178","5179","PRINCIPAL","","","MTCPN","MTCXO","CPN-CXO","RD000248","","MTCPN","MTCXO",""," -","F6048","","","15/02/2019","15/02/2019","21/02/2019","21/02/2019","15/02/2019","26/04/2019","25/04/2019","25/04/2019","09/05/2019","09/05/2019","29/07/2019","29/07/2019","17/04/2020","17/04/2020","CONCLUÍDO","05/03/2019","16/04/2019","16/04/2019","FALSE","19/03/2019","19/03/2019","19/03/2019","19/03/2019","20/03/2019","5701034687","ATIVO","19/03/2019","19/03/2019","20/03/2019","5701034689","ATIVO","19/03/2019","19/03/2019","20/03/2019","5701034688","ATIVO","19/03/2019","19/03/2019","20/03/2019","5701034690","ATIVO","19/03/2019","19/03/2019","20/03/2019","5701034691","ATIVO","19/03/2019","19/03/2019","20/03/2019","5701034693","ATIVO","19/03/2019","19/03/2019","20/03/2019","5701034692","ATIVO","19/03/2019","19/03/2019","20/03/2019","5701034694","ATIVO","VMT-TTX004-19-EWCPN01-TR","VMT-TTX004-19-EWCXO01-TR","VMT-TTX004-19-EWCPN01-TW","VMT-TTX004-19-EWCXO01-TW","VMT-TTX004-19-EWCPN01-TS","VMT-TTX004-19-EWCXO01-TS","VMT-TTX004-19-EWCPN02-TS","VMT-TTX004-19-EWCXO02-TS","MT","MT","CPN","CXO","19/03/2019","19/03/2019","19/03/2019","19/03/2019","19/03/2019","","teste","","566799708","566794909","17/04/2019","17/04/2019","17/04/2019","17/04/2019","","","28/08/2019","28/08/2019","","","02/09/2019","02/09/2019","15/08/2019","15/08/2019","30/08/2019","30/08/2019","02/09/2019","02/09/2019","29/08/2019","28/08/2019","15/08/2019","27/08/2019","27/08/2019","01/03/2020","01/03/2020","01/03/2020","01/03/2020","12/09/2019","12/09/2019","12/09/2019","12/09/2019","12/09/2019","12/09/2019","25/09/2019","25/09/2019","CONCLUÍDO"," -","31 - CONCLUÍDO","11/12/2019","11/12/2019","11/12/2019","11/12/2019","","17/04/2020","17/04/2020","",""," -","13/08/2020","13/08/2020","13/08/2020","13/08/2020","","","","","","","","6370694","Cuiaba","","78000-000",""," -15'-28'-19'",""," -55'-58'-57'","","ROD. MT 251, SAÍDA P/ COXIPÓ DO OURO, KM 07",""
"FT9000036","6370695","VIVO-MSSYT-MSSYP-FT9000036","Mato Grosso do Sul","","CO","FT9000036","","2020","01 - RÁDIO IP SH","01 - NOVO","F6048","PRIO_JANEIRO20_PDH"," -","5080","5081","PRINCIPAL","","","MSSYP","MSSYT","SYP-SYT","RD000223","","MSSYP","MSSYT",""," -","F6048","01/04/2012","","15/02/2019","15/02/2019","20/02/2019","20/02/2019","15/02/2019","05/04/2019","03/04/2019","03/04/2019","08/04/2019","08/04/2019","17/05/2019","17/05/2019","22/01/2020","22/01/2020","CONCLUÍDO","22/02/2019","26/03/2019","26/03/2019","FALSE","08/03/2019","08/03/2019","14/03/2019","14/03/2019","14/03/2019","5701031971","ATIVO","14/03/2019","14/03/2019","14/03/2019","5701031973","ATIVO","14/03/2019","14/03/2019","14/03/2019","5701031998","ATIVO","14/03/2019","14/03/2019","14/03/2019","5701031972","ATIVO","14/03/2019","14/03/2019","14/03/2019","5701031977","ATIVO","14/03/2019","14/03/2019","14/03/2019","5701031979","ATIVO","14/03/2019","14/03/2019","14/03/2019","5701031997","ATIVO","14/03/2019","14/03/2019","14/03/2019","5701031978","ATIVO","VMS-TTX004-19-ETSYP01-TR","VMS-TTX004-19-ETSYT01-TR","VMS-TTX004-19-ETSYP01-TW","VMS-TTX004-19-ETSYT01-TW","VMS-TTX004-19-ETSYP03-TS","VMS-TTX004-19-ETSYT02-TS","VMS-TTX004-19-ETSYP01-TS","VMS-TTX004-19-ETSYT01-TS","MS","MS","SYP","SYT","08/03/2019","08/03/2019","08/03/2019","08/03/2019","08/03/2019","","","","567553281","567554635","22/07/2019","22/07/2019","22/07/2019","22/07/2019","","","25/07/2019","25/07/2019","","","29/07/2019","29/07/2019","10/05/2019","10/05/2019","14/05/2019","14/05/2019","29/07/2019","29/07/2019","25/07/2019","25/07/2019","10/05/2019","27/03/2019","27/03/2019","01/01/2020","01/01/2020","01/01/2020","01/01/2020","20/08/2019","20/08/2019","20/08/2019","20/08/2019","20/08/2019","20/08/2019","25/09/2019","25/09/2019","CONCLUÍDO"," -","31 - CONCLUÍDO","21/01/2020","25/09/2019","21/01/2020","21/01/2020","12/08/2020","22/01/2020","22/01/2020","",""," -","13/08/2020","13/08/2020","13/08/2020","13/08/2020","","","","","","","","6370695","Sao Gabriel do Oeste","","0",""," -19'-23'-21'",""," -54'-34'-45'","","AVENIDA MATO GROSSO DO SUL, QUADRA 122 LOTE 18",""
"FT9000110","6370696","VIVO-GOOZI-GOOZN-FT9000110","Goiás","","CO","FT9000110","","2020","01 - RÁDIO IP SH","02 - AMPLIAÇÃO","F6048","PRIO_JANEIRO20_PDH"," -","5155","5156","PRINCIPAL","","","GOOZI","GOOZN","OZI-OZN","RD000650","","GOOZI","GOOZN",""," -","F6048","","","05/09/2019","05/09/2019","05/09/2019","05/09/2019","05/09/2019","13/11/2019","13/11/2019","13/11/2019","25/11/2019","25/11/2019","04/12/2019","04/12/2019","12/02/2020","12/02/2020","CONCLUÍDO","16/09/2019","01/04/2020","01/04/2020","FALSE","22/10/2019","22/10/2019","25/10/2019","25/10/2019","25/10/2019","5701124211","ATIVO","25/10/2019","25/10/2019","25/10/2019","5701124213","ATIVO","10/04/2021","10/04/2021","12/04/2021","5701370684","ATIVO","10/04/2021","10/04/2021","12/04/2021","5701370678","ATIVO","25/10/2019","25/10/2019","25/10/2019","5701124214","ATIVO","25/10/2019","25/10/2019","25/10/2019","5701124216","ATIVO","10/04/2021","10/04/2021","12/04/2021","5701370682","ATIVO","10/04/2021","10/04/2021","12/04/2021","5701370685","ATIVO","VGO-TTX004-19-ETOZI04-TR","VGO-TTX004-19-ETOZN05-TR","VGO-TTX004-19-ETOZI04-TW","VGO-TTX004-19-ETOZN05-TW","VGO-TTX047-21-ETOZI02-TS","VGO-TTX047-21-ETOZN03-TS","VGO-TTX047-21-ETOZI01-TS","VGO-TTX047-21-ETOZN04-TS","GO","GO","OZI","OZN","22/10/2019","22/10/2019","22/10/2019","08/04/2021","08/04/2021","","","","568241733","568234294","28/10/2019","28/10/2019","28/10/2019","28/10/2019","","","16/12/2019","16/12/2019","","","21/12/2019","21/12/2019","10/12/2019","10/12/2019","17/12/2019","17/12/2019","21/12/2019","21/12/2019","16/12/2019","16/12/2019","10/12/2019","29/10/2019","29/10/2019","01/01/2020","01/01/2020","01/01/2020","01/01/2020","26/12/2019","26/12/2019","26/12/2019","26/12/2019","26/12/2019","16/01/2020","17/01/2020","17/01/2020","CONCLUÍDO"," -","31 - CONCLUÍDO","08/06/2020","17/01/2020","08/06/2020","08/06/2020","05/02/2020","12/02/2020","12/02/2020","",""," -","19/06/2020","19/06/2020","19/06/2020","19/06/2020","","","","","","","","6370696","Orizona","","75280-000",""," -17'-1'-54'",""," -48'-16'-35'","","ROD ORIZONA/CRISTALINA, KM 2 - TORRE DE TV",""
"FT20000596","6370697","VIVO-DFTAB-DFPAD-FT20000596","Distrito Federal","","CO","FT20000596","","2020","01 - RÁDIO IP SH","01 - NOVO","F2016","PRIO_DEZEMBRO20_PDH"," -","5005","5006","PRINCIPAL","","","DFTAB","DFPAD","TAB-PAD","RD000235","","DFTAB","DFPAD",""," -","F2016","","","23/07/2020","23/07/2020","23/07/2020","23/07/2020","23/07/2020","01/10/2020","02/10/2020","02/10/2020","23/10/2020","23/10/2020","06/11/2020","06/11/2020","23/12/2020","23/12/2020","CONCLUÍDO","23/07/2020","17/11/2020","17/11/2020","FALSE","24/07/2020","08/09/2020","09/09/2020","09/09/2020","10/09/2020","5701294318","ATIVO","09/09/2020","09/09/2020","10/09/2020","5701294320","ATIVO","09/09/2020","09/09/2020","10/09/2020","5701294319","ATIVO","09/09/2020","09/09/2020","10/09/2020","5701294328","ATIVO","09/09/2020","09/09/2020","10/09/2020","5701294315","ATIVO","09/09/2020","09/09/2020","10/09/2020","5701294317","ATIVO","09/09/2020","09/09/2020","10/09/2020","5701294316","ATIVO","09/09/2020","09/09/2020","10/09/2020","5701294330","ATIVO","VDF-TTX030-20-ETTAB01-TR","VDF-TTX030-20-ETPAD01-TR","VDF-TTX030-20-ETTAB01-TW","VDF-TTX030-20-ETPAD01-TW","VDF-TTX030-20-ETTAB01-TS","VDF-TTX030-20-ETPAD01-TS","VDF-TTX030-20-ETTAB02-TS","VDF-TTX030-20-ETPAD02-TS","DF","DF","TAB","PAD","08/09/2020","08/09/2020","08/09/2020","08/09/2020","08/09/2020","","","","571494645","571484817","21/09/2020","21/09/2020","21/09/2020","21/09/2020","","","03/12/2020","03/12/2020","20/11/2020","20/11/2020","08/12/2020","08/12/2020","17/11/2020","17/11/2020","03/12/2020","03/12/2020","04/12/2020","04/12/2020","07/12/2020","07/12/2020","17/11/2020","08/10/2020","08/10/2020","10/12/2020","10/12/2020","10/12/2020","10/12/2020","08/12/2020","08/12/2020","08/12/2020","08/12/2020","08/12/2020","08/12/2020","18/12/2020","18/12/2020","CONCLUÍDO"," -","31 - CONCLUÍDO","21/12/2020","21/12/2020","21/12/2020","21/12/2020","","23/12/2020","23/12/2020","",""," -","22/12/2020","22/12/2020","22/12/2020","22/12/2020","","","","","","","","6370697","Brasilia","","73365-429",""," -15'-49'-19'",""," -47'-37'-55'","","RODOVIA DF 130, KM 42",""
"FT9000015","6370698","VIVO-MGBOR-MGAVR-FT9000015","Minas Gerais","","MG","FT9000015","","2020","01 - RÁDIO IP SH","02 - AMPLIAÇÃO","F6048","PRIO_JULHO20_PDH"," -","5178","5179","PRINCIPAL","","","MGBOR","MGAVR","BOR-AVR","RD000293","","MGBOR","MGAVR",""," -","F6048","24/01/2019","","31/01/2019","31/01/2019","01/02/2019","01/02/2019","31/01/2019","01/04/2019","01/04/2019","01/04/2019","25/04/2019","25/04/2019","09/05/2019","09/05/2019","02/09/2020","02/09/2020","CONCLUÍDO","15/02/2019","15/03/2019","15/03/2019","FALSE","11/03/2019","18/03/2019","28/03/2019","28/03/2019","28/03/2019","5701040831","ATIVO","28/03/2019","28/03/2019","28/03/2019","5701040833","ATIVO","04/06/2020","04/06/2020","04/06/2020","5701258006","ATIVO","04/06/2020","04/06/2020","04/06/2020","5701257895","ATIVO","28/03/2019","28/03/2019","28/03/2019","5701040827","ATIVO","28/03/2019","28/03/2019","28/03/2019","5701040829","ATIVO","04/06/2020","04/06/2020","04/06/2020","5701258005","ATIVO","04/06/2020","04/06/2020","04/06/2020","5701257893","ATIVO","VMG-TTX004-19-ETBOR01-TR","VMG-TTX004-19-ETAVR02-TR","VMG-TTX004-19-ETBOR01-TW","VMG-TTX004-19-ETAVR02-TW","VMG-TTX028-20-ETBOR03-TS","VMG-TTX028-20-ETAVR03-TS","VMG-TTX028-20-ETBOR02-TS","VMG-TTX028-20-ETAVR02-TS","MG","MG","BOR","AVR","18/03/2019","18/03/2019","18/03/2019","04/06/2020","02/06/2020","","","","568297905","568297781","01/11/2019","01/11/2019","01/11/2019","01/11/2019","","","02/11/2019","02/11/2019","","","08/11/2019","08/11/2019","24/10/2019","24/10/2019","06/11/2019","06/11/2019","08/11/2019","08/11/2019","02/11/2019","02/11/2019","24/10/2019","24/04/2019","24/04/2019","09/05/2019","09/05/2019","09/05/2019","09/05/2019","26/03/2020","26/03/2020","26/03/2020","26/03/2020","26/03/2020","20/07/2020","29/07/2020","29/07/2020","CONCLUÍDO"," -","36 - (TLF ENG) (PO CANCELADA)","30/07/2020","29/07/2020","30/07/2020","30/07/2020","10/08/2020","02/09/2020","02/09/2020","03/09/2020","03/09/2020"," -","30/09/2020","30/09/2020","30/09/2020","30/09/2020","","","","","","","","6370698","Pocos de Caldas","","37718-003",""," -21'-49'-40'",""," -46'-38'-43'","","ESTRADA BAUXITA, YOORIN FERTILIZANTES",""
"FT9000119","6370699","VIVO-GOMMG-GOPBC-FT9000119","Goiás","","CO","FT9000119","","2020","01 - RÁDIO IP SH","02 - AMPLIAÇÃO","F6048","PRIO_JANEIRO20_PDH"," -","5159","5160","PRINCIPAL","","","GOMMG","GOPBC","MMG-PBC","RD000663","","GOMMG","GOPBC",""," -","F6048","","","05/09/2019","05/09/2019","05/09/2019","05/09/2019","05/09/2019","13/11/2019","04/11/2019","04/11/2019","07/11/2019","07/11/2019","05/12/2019","05/12/2019","11/02/2020","11/02/2020","CONCLUÍDO","20/09/2019","01/04/2020","01/04/2020","FALSE","23/10/2019","23/10/2019","24/10/2019","24/10/2019","24/10/2019","5701122739","ATIVO","24/10/2019","24/10/2019","24/10/2019","5701122740","ATIVO","10/04/2021","10/04/2021","12/04/2021","5701370687","ATIVO","10/04/2021","10/04/2021","12/04/2021","5701370681","ATIVO","24/10/2019","24/10/2019","24/10/2019","5701122743","ATIVO","24/10/2019","24/10/2019","24/10/2019","5701122744","ATIVO","10/04/2021","10/04/2021","12/04/2021","5701370686","ATIVO","10/04/2021","10/04/2021","12/04/2021","5701370680","ATIVO","VGO-TTX004-19-ETMMG1-TR","VGO-TTX004-19-ETPBC1-TR","VGO-TTX004-19-ETMMG1-TW","VGO-TTX004-19-ETPBC1-TW","VGO-TTX047-21-ETMMG02-TS","VGO-TTX047-21-ETPBC02-TS","VGO-TTX047-21-ETMMG01-TS","VGO-TTX047-21-ETPBC01-TS","GO","GO","MMG","PBC","23/10/2019","23/10/2019","23/10/2019","08/04/2021","08/04/2021","","","","568447245","568427483","21/11/2019","21/11/2019","21/11/2019","21/11/2019","","","14/01/2020","14/01/2020","13/01/2020","13/01/2020","19/01/2020","19/01/2020","10/12/2019","10/12/2019","14/01/2020","14/01/2020","20/01/2020","20/01/2020","19/01/2020","19/01/2020","10/12/2019","14/01/2020","14/01/2020","01/01/2020","01/01/2020","01/01/2020","01/01/2020","17/01/2020","17/01/2020","17/01/2020","17/01/2020","17/01/2020","22/01/2020","25/01/2020","25/01/2020","CONCLUÍDO"," -","31 - CONCLUÍDO","08/06/2020","25/01/2020","08/06/2020","08/06/2020","05/02/2020","11/02/2020","11/02/2020","",""," -","19/06/2020","19/06/2020","19/06/2020","19/06/2020","","","","","","","","6370699","Mimoso de Goias","","73730-300",""," -15'-3'-24'",""," -48'-9'-17'","","MORRO DA TV - MIMOSO DE GOIÁS",""
"FT20000597","6370700","VIVO-GOBGS-GOSRH-FT20000597","Goiás","","CO","FT20000597","","2021","02 - RÁDIO IP LH","02 - AMPLIAÇÃO","F2016","PRIO_JANEIRO21_SDH","POs regularizados 26/02/21","5028","5029","PRINCIPAL","","","GOSRH","GOBGS","SRH-BGS","RD000666","","GOSRH","GOBGS",""," -","F2016","","","23/07/2020","23/07/2020","24/07/2020","24/07/2020","23/07/2020","22/09/2020","14/09/2020","14/09/2020","30/09/2020","30/09/2020","07/10/2020","07/10/2020","05/02/2021","05/02/2021","CONCLUÍDO","23/07/2020","07/10/2020","07/10/2020","FALSE","24/07/2020","17/08/2020","19/08/2020","19/08/2020","19/08/2020","5701287821","ATIVO","26/02/2021","26/02/2021","01/03/2021","5701350162","ATIVO","26/02/2021","26/02/2021","01/03/2021","5701350161","ATIVO","26/02/2021","26/02/2021","01/03/2021","5701350163","ATIVO","19/08/2020","19/08/2020","19/08/2020","5701287825","ATIVO","26/02/2021","26/02/2021","01/03/2021","5701350184","ATIVO","26/02/2021","26/02/2021","01/03/2021","5701350183","ATIVO","26/02/2021","26/02/2021","01/03/2021","5701350185","ATIVO","VGO-TTX032-20-ETBGS01-TR","VGO-TTX032-20-ETSRH01-TR","VGO-TTX047-21-ETBGS01-TW","VGO-TTX047-21-ETSRH01-TW","VGO-TTX047-21-ETBGS01-TS","VGO-TTX047-21-ETSRH01-TS","VGO-TTX047-21-ETBGS02-TS","VGO-TTX047-21-ETSRH02-TS","GO","GO","BGS","SRH","17/08/2020","26/02/2021","26/02/2021","26/02/2021","26/02/2021","","","","571250877","571251281","26/08/2020","26/08/2020","26/08/2020","26/08/2020","","","14/10/2020","14/10/2020","07/10/2020","07/10/2020","20/10/2020","20/10/2020","08/10/2020","08/10/2020","14/10/2020","14/10/2020","16/10/2020","16/10/2020","18/10/2020","18/10/2020","08/10/2020","08/10/2020","08/10/2020","07/10/2020","07/10/2020","07/10/2020","07/10/2020","27/10/2020","27/10/2020","27/10/2020","27/10/2020","27/10/2020","27/10/2020","22/01/2021","22/01/2021","CONCLUÍDO","POs regularizados 26/02/21","31 - CONCLUÍDO","26/01/2021","26/01/2021","26/01/2021","26/01/2021","","05/02/2021","05/02/2021","",""," -","12/02/2021","12/02/2021","12/02/2021","12/02/2021","","","","","","","","6370700","Bela Vista de Goias","","75240-000",""," -17'-5'-48'",""," -48'-50'-8'","","ANTIGA ESTRADA DE CRISTIANÓPOLIS, FAZENDA GARAPA",""
